"['1', '2', 20, 'U', 1, 22.5]"
"['2', '2', 20, 'S', 1, 100.75, 0, 1, 1, 1]"
"['3', '2', 20, 'U', 1, 38.25]"
"['4', '2', 20, 'S', 1, 55.75, 1]"
"['5', '2', 20, 'S', 1, 54.75, 0, 0, 1, 1]"
"['6', '2', 20, 'S', 1, 95.0, 1, 1, 0, 1]"
"['7', '2', 20, 'S', 1, 83.5, 0, 0, 1]"
"['8', '2', 20, 'U', 1, 17.0]"
"['9', '2', 20, 'U', 1, 57.25]"
"['10', '2', 20, 'U', 1, 82.0]"
"['11', '2', 32, 'U', 1, 81.0]"
"['12', '2', 32, 'U', 1, 285.25]"
"['13', '2', 32, 'S', 1, 144.0, 1, 0, 0, 0, 1, -1, 1]"
"['14', '2', 32, 'S', 1, 204.0, 0, 1, 0, 0, 1, 1, 1, 1]"
"['15', '2', 32, 'U', 1, 236.25]"
"['16', '2', 32, 'U', 1, 40.5]"
"['17', '2', 32, 'S', 1, 191.0, 1, 0, 0, 0, 0, 0, 1]"
"['18', '2', 32, 'U', 1, 88.5]"
"['19', '2', 32, 'S', 1, 214.0, 0, 1, 0, 0, 0, 1, 1]"
"['20', '2', 32, 'S', 1, 176.75, 1, 0, 1, 0, 1, 1, 1, 1]"
"['21', '2', 48, 'S', 1, 303.25, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1]"
"['22', '2', 48, 'S', 1, 270.75, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
"['23', '2', 48, 'U', 1, 445.0]"
"['24', '2', 48, 'U', 1, 468.75]"
"['25', '2', 48, 'S', 1, 948.0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
"['26', '2', 48, 'U', 1, 709.75]"
"['27', '2', 48, 'U', 1, 81.0]"
"['28', '2', 48, 'S', 1, 1329.5, 1, 0, 1, 0, 1, 0, 0, -1, 0, 1, 1, 1]"
"['29', '2', 48, 'U', 1, 1449.0]"
"['30', '2', 48, 'S', 1, 552.0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
